#mu n n_h sigma_xx sigma_yy sigma_xy	#mu          density      sigma1_xx       sigma2_xx       sigma1_xy       sigma2_xy       alpha1_xx       alpha2_xx       alpha1_xy       alpha2_xy       beta1_xx        beta2_xx        beta1_xy        beta2_xy
3.057644110275689 -0.7505617286968926 -0.13486715865211577 5.755345105262998e-38 5.755345105263026e-38 -1.532943465822046e-55	 3.04000000 -0.74738645   7.04048339e-01  7.03559038e-01  3.72234043e+00  3.71829549e+00 -1.33956040e-02 -1.37160199e-02 -6.52001916e-02 -6.83229112e-02  1.86008114e+00  1.85938641e+00  9.83252797e+00  9.82667385e+00 
3.0776942355889716 -0.7542064937477408 -0.13274101381601017 5.667665695021224e-38 5.667665695021241e-38 -1.5104033051138475e-55	 3.06000000 -0.75099933   6.93350474e-01  6.93721183e-01  3.66813529e+00  3.67115490e+00 -1.37328894e-02 -1.34191179e-02 -6.86488277e-02 -6.55919455e-02  1.83235164e+00  1.83285546e+00  9.69365274e+00  9.69782108e+00 
3.0977443609022552 -0.7578084430492562 -0.13061822191382785 5.585250868323074e-38 5.585250868323079e-38 -1.4906346364362716e-55	 3.08000000 -0.75461213   6.83373644e-01  6.83132150e-01  3.61963360e+00  3.61776885e+00 -1.34445348e-02 -1.37466316e-02 -6.60047980e-02 -6.89436662e-02  1.80557097e+00  1.80529693e+00  9.56221276e+00  9.56014499e+00 
3.117794486215539 -0.7614464386238542 -0.12849227695119908 5.495903767288213e-38 5.495903767288223e-38 -1.4672050748312704e-55	 3.10000000 -0.75822497   6.72903149e-01  6.73007730e-01  3.56719065e+00  3.56779695e+00 -1.37561039e-02 -1.34729328e-02 -6.91949557e-02 -6.64482316e-02  1.77822006e+00  1.77823193e+00  9.42612636e+00  9.42572758e+00 
3.1378446115288217 -0.7650573030970562 -0.1263844930931286 5.414405109409265e-38 5.414405109409265e-38 -1.4477624524886855e-55	 3.12000000 -0.76183796   6.62626633e-01  6.62661334e-01  3.51567693e+00  3.51638177e+00 -1.35049200e-02 -1.37606606e-02 -6.69280387e-02 -6.93953526e-02  1.75084593e+00  1.75111573e+00  9.28842757e+00  9.29154351e+00 
3.1578947368421044 -0.7686857980276436 -0.12426310379342904 5.324119699701765e-38 5.324119699701785e-38 -1.4237804690268415e-55	 3.14000000 -0.76545118   6.52403157e-01  6.52234910e-01  3.46530704e+00  3.46331932e+00 -1.37603167e-02 -1.35404694e-02 -6.95446322e-02 -6.74443124e-02  1.72397493e+00  1.72342445e+00  9.15630608e+00  9.15042182e+00 
3.177944862155388 -0.7723087922896594 -0.12216546573720069 5.242545511383023e-38 5.242545511383032e-38 -1.4041890108134592e-55	 3.16000000 -0.76906475   6.41838453e-01  6.42123696e-01  3.41078447e+00  3.41391485e+00 -1.35787933e-02 -1.37558621e-02 -6.79895044e-02 -6.96510209e-02  1.69598299e+00  1.69678479e+00  9.01186831e+00  9.02028213e+00 
3.1979949874686717 -0.7759265561814508 -0.12005242643623307 5.15260516510512e-38 5.15260516510511e-38 -1.380296520210212e-55	 3.18000000 -0.77267878   6.31817074e-01  6.31444084e-01  3.36214090e+00  3.35814441e+00 -1.37488669e-02 -1.36183280e-02 -6.97313838e-02 -6.85475972e-02  1.66952953e+00  1.66854003e+00  8.88330351e+00  8.87296453e+00 
3.2180451127819545 -0.7795618192819909 -0.117962290799366 5.069550272745812e-38 5.069550272745826e-38 -1.359832061918716e-55	 3.20000000 -0.77629336   6.21058685e-01  6.21477347e-01  3.30547449e+00  3.30991728e+00 -1.36569037e-02 -1.37415058e-02 -6.90954236e-02 -6.98095357e-02  1.64111466e+00  1.64219277e+00  8.73392276e+00  8.74518740e+00 
3.2380952380952372 -0.7831721949156409 -0.11585863474670921 4.98137165579228e-38 4.981371655792266e-38 -1.3367773865498644e-55	 3.22000000 -0.77990863   6.11099920e-01  6.10687795e-01  3.25718765e+00  3.25283882e+00 -1.37361615e-02 -1.36921428e-02 -6.99120144e-02 -6.96067977e-02  1.61476141e+00  1.61372259e+00  8.60577753e+00  8.59492743e+00 
3.258145363408521 -0.7868140951107798 -0.11377662336966328 4.895715911456863e-38 4.89571591145686e-38 -1.3148281172406476e-55	 3.24000000 -0.78352468   6.00333824e-01  6.00683344e-01  3.20027024e+00  3.20392769e+00 -1.37220561e-02 -1.37348264e-02 -7.00592831e-02 -7.00613365e-02  1.58637112e+00  1.58723083e+00  8.45607716e+00  8.46500225e+00 
3.2781954887218046 -0.7904265792901257 -0.11168090664389034 4.809914042499867e-38 4.809914042499862e-38 -1.2929606439418456e-55	 3.26000000 -0.78714164   5.90231124e-01  5.89994272e-01  3.15016684e+00  3.14774879e+00 -1.37384442e-02 -1.37456980e-02 -7.02681081e-02 -7.04420930e-02  1.55960995e+00  1.55905402e+00  8.32293742e+00  8.31732315e+00 
3.2982456140350873 -0.7940646706206593 -0.10960811797248125 4.721857460465396e-38 4.721857460465412e-38 -1.2696167141338248e-55	 3.28000000 -0.79075960   5.79660607e-01  5.79752835e-01  3.09518620e+00  3.09600389e+00 -1.37636178e-02 -1.37464539e-02 -7.07620671e-02 -7.05250465e-02  1.53174849e+00  1.53192431e+00  8.17842661e+00  8.17984987e+00 
3.31829573934837 -0.7976905623487598 -0.10752114044929385 4.6373700116041365e-38 4.6373700116041344e-38 -1.2483582696871934e-55	 3.30000000 -0.79437870   5.69263694e-01  5.69318680e-01  3.04160576e+00  3.04242677e+00 -1.37568613e-02 -1.37777895e-02 -7.08070567e-02 -7.10436829e-02  1.50421457e+00  1.50441670e+00  8.03618994e+00  8.03896599e+00 
3.3383458646616537 -0.8013177012071429 -0.10545372217246302 4.548797187365902e-38 4.5487971873659195e-38 -1.2246749659764072e-55	 3.32000000 -0.79799908   5.58951405e-01  5.58781850e-01  2.98927462e+00  2.98717943e+00 -1.37908036e-02 -1.37670545e-02 -7.13198896e-02 -7.10805907e-02  1.47701379e+00  1.47652833e+00  7.89842168e+00  7.89250555e+00 
3.3583959899749374 -0.8049590671986988 -0.10338207694265295 4.463372432085485e-38 4.4633724320855164e-38 -1.2027368208611788e-55	 3.34000000 -0.80162086   5.48323313e-01  5.48543802e-01  2.93291423e+00  2.93555106e+00 -1.37752351e-02 -1.38044413e-02 -7.13214796e-02 -7.16144013e-02  1.44890575e+00  1.44950234e+00  7.74927477e+00  7.75634259e+00 
3.37844611528822 -0.8085819738691475 -0.10131279170306041 4.376343738010144e-38 4.376343738010136e-38 -1.1799080819645101e-55	 3.36000000 -0.80524418   5.38089308e-01  5.37895673e-01  2.88117110e+00  2.87890564e+00 -1.38182701e-02 -1.37818191e-02 -7.19227849e-02 -7.15337490e-02  1.42186915e+00  1.42136271e+00  7.61255388e+00  7.60669948e+00 
3.398496240601503 -0.8122260688424678 -0.09926020584893794 4.288875276911691e-38 4.288875276911676e-38 -1.1566481525376322e-55	 3.38000000 -0.80886915   5.27493162e-01  5.27594753e-01  2.82509063e+00  2.82620906e+00 -1.37897631e-02 -1.38293124e-02 -7.17559516e-02 -7.22059905e-02  1.39387941e+00  1.39413683e+00  7.46455269e+00  7.46731205e+00 
3.4185463659147866 -0.8158613095697975 -0.09719257099463496 4.203151123161192e-38 4.2031511231611925e-38 -1.1345053447663744e-55	 3.40000000 -0.81249588   5.17080610e-01  5.17096421e-01  2.77090953e+00  2.77123709e+00 -1.38336705e-02 -1.38029467e-02 -7.24093066e-02 -7.20423528e-02  1.36636111e+00  1.36640305e+00  7.32128990e+00  7.32219399e+00 
3.43859649122807 -0.8194967281241243 -0.09514673332648076 4.1152360168752897e-38 4.1152360168753027e-38 -1.1109262270461306e-55	 3.42000000 -0.81612452   5.06679324e-01  5.06574129e-01  2.71702147e+00  2.71560880e+00 -1.38228583e-02 -1.38298498e-02 -7.24195436e-02 -7.25059418e-02  1.33886890e+00  1.33860968e+00  7.17881935e+00  7.17532439e+00 
3.458646616541353 -0.8231464088842155 -0.0930974920149961 4.028640995474353e-38 4.0286409954743494e-38 -1.0880998748227991e-55	 3.44000000 -0.81975523   4.96096508e-01  4.96221769e-01  2.66057487e+00  2.66218788e+00 -1.38217375e-02 -1.38456012e-02 -7.25399957e-02 -7.28431466e-02  1.31092916e+00  1.31123324e+00  7.02999724e+00  7.03387905e+00 
3.4786967418546357 -0.8267843305878457 -0.09104590090698282 3.941993140742875e-38 3.941993140742875e-38 -1.0652730427261293e-55	 3.46000000 -0.82338813   4.85722371e-01  4.85650230e-01  2.60671610e+00  2.60584018e+00 -1.38623578e-02 -1.38181212e-02 -7.31978863e-02 -7.26259456e-02  1.28350020e+00  1.28331833e+00  6.88743485e+00  6.88527939e+00 
3.4987468671679194 -0.8304316659450921 -0.08901390700609421 3.8542748321800657e-38 3.8542748321800386e-38 -1.0416386859411318e-55	 3.48000000 -0.82702334   4.75215679e-01  4.75201893e-01  2.55114761e+00  2.55087646e+00 -1.38271081e-02 -1.38649879e-02 -7.28772491e-02 -7.33694203e-02  1.25572844e+00  1.25572155e+00  6.74052069e+00  6.74017164e+00 
3.518796992481203 -0.8340856275821162 -0.0869726357929094 3.7676755396825304e-38 3.7676755396825284e-38 -1.0187179664431972e-55	 3.50000000 -0.83066103   4.64691477e-01  4.64762872e-01  2.49508245e+00  2.49609725e+00 -1.38538910e-02 -1.38482874e-02 -7.33549088e-02 -7.32963827e-02  1.22796332e+00  1.22809653e+00  6.59296011e+00  6.59488617e+00 
3.538847117794486 -0.8377322032766354 -0.0849367534773807 3.680649916278019e-38 3.6806499162780153e-38 -9.955039155374172e-56	 3.52000000 -0.83430134   4.54273535e-01  4.54210543e-01  2.44044263e+00  2.43959348e+00 -1.38699484e-02 -1.38407645e-02 -7.37267910e-02 -7.33105571e-02  1.20039114e+00  1.20026003e+00  6.44797567e+00  6.44623598e+00 
3.5588972431077686 -0.8413884337135467 -0.08291491843491319 3.593139952432042e-38 3.593139952432054e-38 -9.718633280861908e-56	 3.54000000 -0.83794442   4.43750986e-01  4.43756933e-01  2.38429102e+00  2.38431559e+00 -1.38404582e-02 -1.38772123e-02 -7.34455371e-02 -7.39586587e-02  1.17259357e+00  1.17263346e+00  6.29971166e+00  6.30011248e+00 
3.578947368421052 -0.8450499365513569 -0.08088628827287662 3.506302854214248e-38 3.5063028542142536e-38 -9.486664674944436e-56	 3.56000000 -0.84159041   4.33242754e-01  4.33284313e-01  2.32813568e+00  2.32876971e+00 -1.38666950e-02 -1.38563403e-02 -7.39394536e-02 -7.38121630e-02  1.14487332e+00  1.14491723e+00  6.15199884e+00  6.15272183e+00 
3.598997493734336 -0.8487074305528837 -0.0788623316260542 3.419255065171731e-38 3.419255065171745e-38 -9.253009136033142e-56	 3.58000000 -0.84523947   4.22789589e-01  4.22753139e-01  2.27273254e+00  2.27221454e+00 -1.38744085e-02 -1.38523887e-02 -7.42097809e-02 -7.38697521e-02  1.11720209e+00  1.11714286e+00  6.00488573e+00  6.00405472e+00 
3.6190476190476186 -0.8523716842607223 -0.07685017024859155 3.331864067659887e-38 3.3318640676598887e-38 -9.016112500916645e-56	 3.60000000 -0.84889173   4.12280552e-01  4.12275583e-01  2.21643084e+00  2.21631644e+00 -1.38518839e-02 -1.38770463e-02 -7.40089507e-02 -7.43784067e-02  1.08943533e+00  1.08945818e+00  5.85613489e+00  5.85638996e+00 
3.6390977443609014 -0.8560430614371772 -0.07483611566390762 3.2448059949838467e-38 3.2448059949838446e-38 -8.781239860743231e-56	 3.62000000 -0.85254735   4.01770078e-01  4.01798477e-01  2.15993831e+00  2.16038427e+00 -1.38642626e-02 -1.38651457e-02 -7.43195147e-02 -7.43549199e-02  1.06171284e+00  1.06172670e+00  5.70763709e+00  5.70787987e+00 
3.659147869674185 -0.8597138310551315 -0.07282277553405692 3.157817777286473e-38 3.157817777286469e-38 -8.546661616071105e-56	 3.64000000 -0.85620651   3.91295674e-01  3.91285583e-01  2.10391169e+00  2.10377773e+00 -1.38738030e-02 -1.38544030e-02 -7.46246890e-02 -7.43154043e-02  1.03400542e+00  1.03398098e+00  5.55915447e+00  5.55880607e+00 
3.6791979949874687 -0.8633875041857104 -0.07081852784306852 3.0706047732427e-38 3.070604773242696e-38 -8.309799651991861e-56	 3.66000000 -0.85986939   3.80805424e-01  3.80790094e-01  2.04756315e+00  2.04730082e+00 -1.38588506e-02 -1.38664437e-02 -7.45393337e-02 -7.46442985e-02  1.00626250e+00  1.00627499e+00  5.40986542e+00  5.41003246e+00 
3.6992481203007515 -0.8670686364225879 -0.06881847143477253 2.983433078578665e-38 2.9834330785786536e-38 -8.072669739994081e-56	 3.68000000 -0.86353616   3.70301050e-01  3.70311576e-01  1.99085125e+00  1.99101110e+00 -1.38548045e-02 -1.38658406e-02 -7.46069172e-02 -7.47974645e-02  9.78543646e-01  9.78552537e-01  5.26061444e+00  5.26075746e+00 
3.719298245614034 -0.8707541832599899 -0.0668182133110916 2.896422155518777e-38 2.8964221555187724e-38 -7.836433803877317e-56	 3.70000000 -0.86720696   3.59812793e-01  3.59821109e-01  1.93427450e+00  1.93442724e+00 -1.38607003e-02 -1.38535255e-02 -7.48552233e-02 -7.47462434e-02  9.50841635e-01  9.50824371e-01  5.11135041e+00  5.11107811e+00 
3.739348370927318 -0.8744418234667377 -0.06482131735860996 2.80941849971607e-38 2.809418499716071e-38 -7.599843149125091e-56	 3.72000000 -0.87088199   3.49333713e-01  3.49326991e-01  1.87775406e+00  1.87764683e+00 -1.38561462e-02 -1.38498577e-02 -7.49449806e-02 -7.48291115e-02  9.23125694e-01  9.23124853e-01  4.96156972e+00  4.96154737e+00 
3.7593984962406015 -0.8781337471338382 -0.06283021248393049 2.7223712339118796e-38 2.7223712339118734e-38 -7.362338344307216e-56	 3.74000000 -0.87456141   3.38850063e-01  3.38844354e-01  1.82104354e+00  1.82093537e+00 -1.38459244e-02 -1.38500282e-02 -7.49291167e-02 -7.49927039e-02  8.95419147e-01  8.95434317e-01  4.81161409e+00  4.81187396e+00 
3.7794486215538843 -0.8818318754900629 -0.06084295985395442 2.635362777326989e-38 2.635362777326988e-38 -7.124593463886255e-56	 3.76000000 -0.87824545   3.28366883e-01  3.28369548e-01  1.76420676e+00  1.76424785e+00 -1.38400188e-02 -1.38440218e-02 -7.49841280e-02 -7.50599075e-02  8.67738527e-01  8.67739917e-01  4.66177811e+00  4.66181345e+00 
3.799498746867167 -0.8855356642228598 -0.05885778845475123 2.5484396973694684e-38 2.5484396973694653e-38 -6.88706829405168e-56	 3.78000000 -0.88193426   3.17891990e-01  3.17896175e-01  1.70738387e+00  1.70746347e+00 -1.38357499e-02 -1.38344759e-02 -7.50783136e-02 -7.50612780e-02  8.40070207e-01  8.40059040e-01  4.51183999e+00  4.51163939e+00 
3.8195488721804507 -0.8892441394369577 -0.056875083052490207 2.461584089271441e-38 2.4615840892714403e-38 -6.649621330903558e-56	 3.80000000 -0.88562804   3.07425276e-01  3.07425800e-01  1.65058143e+00  1.65059652e+00 -1.38283894e-02 -1.38260769e-02 -7.51253710e-02 -7.50821132e-02  8.12407572e-01  8.12402153e-01  4.36165829e+00  4.36154747e+00 
3.8395989974937343 -0.8929573687931311 -0.05489572634071887 2.374776516694326e-38 2.3747765166943263e-38 -6.412045004971595e-56	 3.82000000 -0.88932701   2.96964284e-01  2.96962368e-01  1.59375154e+00  1.59371613e+00 -1.38184814e-02 -1.38182455e-02 -7.51274666e-02 -7.51196502e-02  7.84759744e-01  7.84764070e-01  4.21137593e+00  4.21145116e+00 
3.859649122807017 -0.8966760701408962 -0.05291985022282492 2.288022091146895e-38 2.2880220911468983e-38 -6.174352590610377e-56	 3.84000000 -0.89303136   2.86509027e-01  2.86507376e-01  1.53688625e+00  1.53685179e+00 -1.38080248e-02 -1.38089375e-02 -7.51207275e-02 -7.51367727e-02  7.57134680e-01  7.57140854e-01  4.06113894e+00  4.06126230e+00 
3.8796992481203 -0.9004008167062489 -0.050947075180887154 2.2013363789507695e-38 2.201336378950772e-38 -5.936673587973506e-56	 3.86000000 -0.89674129   2.76061160e-01  2.76060722e-01  1.48001145e+00  1.48000026e+00 -1.37973086e-02 -1.37978132e-02 -7.51135350e-02 -7.51239416e-02  7.29533265e-01  7.29535722e-01  3.91096550e+00  3.91102207e+00 
3.8997493734335835 -0.9041318377785119 -0.04897703681095926 2.1147316643587365e-38 2.1147316643587305e-38 -5.699117833720108e-56	 3.88000000 -0.90045705   2.65622156e-01  2.65622521e-01  1.42315286e+00  1.42315921e+00 -1.37856696e-02 -1.37854865e-02 -7.50945241e-02 -7.50916020e-02  7.01954677e-01  7.01953710e-01  3.76083126e+00  3.76081677e+00 
3.919799498746867 -0.9078692497508012 -0.047009551432847865 2.0282153808983674e-38 2.028215380898367e-38 -5.461747804962539e-56	 3.90000000 -0.90417883   2.55192921e-01  2.55193494e-01  1.36632554e+00  1.36633760e+00 -1.37727155e-02 -1.37722927e-02 -7.50554356e-02 -7.50468979e-02  6.74400051e-01  6.74398010e-01  3.61074413e+00  3.61070262e+00 
3.93984962406015 -0.9116131862162546 -0.04504453423641366 1.941793329954091e-38 1.9417933299540962e-38 -5.224605647496479e-56	 3.92000000 -0.90790687   2.44774147e-01  2.44774625e-01  1.30953956e+00  1.30955042e+00 -1.37584606e-02 -1.37581547e-02 -7.49958322e-02 -7.49890756e-02  6.46872034e-01  6.46870411e-01  3.46074288e+00  3.46070681e+00 
3.9598997493734327 -0.9153638587133275 -0.04308190092103274 1.8554718325389024e-38 1.8554718325389115e-38 -4.987736252747206e-56	 3.94000000 -0.91164141   2.34366571e-01  2.34366897e-01  1.25280530e+00  1.25281313e+00 -1.37430127e-02 -1.37428959e-02 -7.49178059e-02 -7.49148638e-02  6.19373507e-01  6.19372619e-01  3.31087352e+00  3.31085213e+00 
3.9799498746867163 -0.9191215178695267 -0.041121539032757795 1.7692581187429606e-38 1.769258118742965e-38 -4.751192647636046e-56	 3.96000000 -0.91538269   2.23971035e-01  2.23971246e-01  1.19613500e+00  1.19614031e+00 -1.37264033e-02 -1.37264060e-02 -7.48223009e-02 -7.48220193e-02  5.91907096e-01  5.91906736e-01  3.16117764e+00  3.16116800e+00 
4.0 -0.922886438303133 -0.039163310780137836 1.683160098729649e-38 1.6831600987296511e-38 -4.515034379342726e-56	 3.98000000 -0.91913096   2.13588455e-01  2.13588598e-01  1.13954236e+00  1.13954609e+00 -1.37085923e-02 -1.37086353e-02 -7.47088923e-02 -7.47096249e-02  5.64475282e-01  5.64475194e-01  3.01169322e+00  3.01169023e+00 
